Date,2005,2006,2007,2008,2009,2010,2011,2012
14-Jun,0.016785726,0.023018421,0.006953313,0.138565179,0.072654701,0.015385635,0.021267308,0.024775256
15-Jun,0.016707284,0.022788508,0.007454893,0.140027678,0.068999728,0.01820656,0.022904986,0.024877529
16-Jun,0.014954891,0.023481654,0.007077411,0.140027678,0.064410129,0.020208547,0.023794581,0.024520302
17-Jun,0.014660246,0.023249469,0.006891589,0.140988146,0.060392483,0.025173766,0.023900125,0.025443006
18-Jun,0.01726032,0.022865019,0.007550472,0.141464153,0.065433514,0.028962361,0.025073349,0.024266391
19-Jun,0.017500153,0.020990118,0.007015254,0.141937398,0.069300922,0.028360147,0.025181114,0.024114547
20-Jun,0.020250035,0.019903086,0.008432169,0.144263589,0.071121026,0.022917172,0.027710172,0.02346092
21-Jun,0.021746713,0.019831629,0.008870317,0.146078754,0.077189156,0.021740881,0.033293695,0.025082576
22-Jun,0.025096358,0.02004638,0.009351929,0.149596197,0.077824711,0.022680078,0.0396649,0.028561016
23-Jun,0.02838246,0.019547065,0.010164836,0.150453464,0.084314677,0.02347394,0.04429073,0.033933932
24-Jun,0.032863921,0.020118216,0.009702074,0.152143036,0.09590605,0.021663281,0.048415841,0.03747542
25-Jun,0.03972713,0.020190179,0.010236785,0.152560379,0.101242266,0.019982294,0.047718185,0.038686625
26-Jun,0.043472101,0.021358782,0.009843554,0.152143036,0.10305114,0.019982294,0.046335001,0.03747542
27-Jun,0.046064562,0.022256463,0.009737368,0.151723698,0.097669705,0.019907086,0.043617491,0.036875543
28-Jun,0.045409254,0.023714973,0.010345085,0.150878937,0.092424074,0.019458053,0.040965801,0.0362795
29-Jun,0.047123035,0.025703439,0.009456438,0.150025892,0.08630922,0.018352189,0.041622507,0.03439808
30-Jun,0.053306084,0.027267341,0.009914597,0.14741488,0.08647642,0.018865273,0.040965801,0.033702794
01-Jul,0.06261753,0.028619557,0.015713421,0.145628636,0.084977091,0.017916593,0.04429073,0.033529851
02-Jul,0.077937165,0.030091565,0.015713421,0.142407921,0.087146742,0.019160813,0.054141097,0.032670421
03-Jul,0.090830998,0.031420559,0.018949297,0.140988146,0.070968505,0.019234964,0.067137308,0.03358746
04-Jul,0.100770966,0.037701475,0.025288287,0.13954313,0.072808913,0.020133025,0.076969666,0.035510398
05-Jul,0.112896153,0.055919605,0.031989245,0.140027678,0.084811259,0.02315518,0.076969666,0.038079118
06-Jul,0.123538575,0.081326835,0.038079118,0.141464153,0.089002657,0.024521021,0.079510776,0.041780847
07-Jul,0.134671206,0.105786833,0.046925249,0.142875763,0.090363948,0.026749359,0.082949854,0.049585295
08-Jul,0.139261726,0.11407813,0.053683279,0.145628636,0.084977091,0.029308586,0.082084651,0.057908868
09-Jul,0.141586472,0.112395242,0.053683279,0.146526479,0.084977091,0.029830778,0.079510776,0.064482156
10-Jul,0.139261726,0.100959907,0.055780251,0.146971844,0.084977091,0.027762638,0.076129948,0.066734954
11-Jul,0.139261726,0.094696667,0.053683279,0.14829409,0.0941575,0.027847707,0.071169059,0.063738034
12-Jul,0.139261726,0.088630937,0.048248023,0.14916435,0.108567941,0.027677665,0.071169059,0.061526218
13-Jul,0.130159269,0.090128842,0.044968455,0.150453464,0.125926336,0.031506824,0.067137308,0.059345405
14-Jul,0.123538575,0.09316171,0.040531869,0.152560379,0.148775754,0.027338741,0.066342226,0.059345405
15-Jul,0.114985467,0.090128842,0.038686625,0.155023863,0.168795518,0.027762638,0.067936159,0.057908868
16-Jul,0.114985467,0.090128842,0.038079118,0.155023863,0.189997809,0.030885384,0.071169059,0.056486287
17-Jul,0.104734522,0.094696667,0.038079118,0.155830111,0.222694043,0.02939538,0.071986615,0.052991364
18-Jul,0.098818475,0.096243968,0.040531869,0.156230536,0.252256083,0.028789821,0.072807886,0.050936982
19-Jul,0.096885497,0.099375591,0.041780847,0.156230536,0.263434038,0.027847707,0.073632863,0.050936982
20-Jul,0.089164118,0.107420458,0.040531869,0.155830111,0.263434038,0.026498228,0.076129948,0.051618206
21-Jul,0.08605859,0.107420458,0.03747542,0.155427894,0.257816602,0.027001368,0.079510776,0.051618206
22-Jul,0.080890662,0.109066403,0.03747542,0.155427894,0.257816602,0.024928242,0.082949854,0.050259342
23-Jul,0.076396265,0.109066403,0.036875543,0.157026088,0.26061821,0.032043133,0.085567087,0.048914852
24-Jul,0.075039771,0.119200633,0.036875543,0.158206471,0.269108318,0.042455133,0.088216599,0.046925249
25-Jul,0.07537773,0.13158351,0.036875543,0.15975694,0.274839368,0.057882655,0.088216599,0.045617056
26-Jul,0.081946476,0.154210847,0.035098969,0.161281739,0.271966751,0.060698732,0.087329854,0.043682299
27-Jul,0.098818475,0.166186315,0.035569328,0.162034849,0.269108318,0.062412083,0.089106908,0.045617056
28-Jul,0.151082195,0.17233927,0.034981766,0.162409138,0.263434038,0.067066839,0.092703644,0.046925249
29-Jul,0.223441569,0.170276052,0.035628297,0.163523123,0.26061821,0.074646693,0.095438271,0.048248023
30-Jul,0.269890531,0.17233927,0.035569328,0.164258529,0.26061821,0.086376356,0.097278905,0.048914852
31-Jul,0.286369906,0.180714408,0.0362795,0.163891541,0.266264077,0.092941585,0.098204468,0.051618206
01-Aug,0.296497147,0.184975308,0.0362795,0.164624099,0.271966751,0.0916143,0.100066047,0.054378738
02-Aug,0.299912861,0.184975308,0.039297927,0.164624099,0.271966751,0.092941585,0.101941523,0.058625397
03-Aug,0.303348566,0.187124082,0.041154485,0.165351046,0.280627117,0.09561733,0.104780679,0.060795824
04-Aug,0.306804268,0.187124082,0.045617056,0.166072491,0.289414894,0.103812123,0.105733956,0.067492671
05-Aug,0.310279971,0.18928507,0.049585295,0.167144575,0.295344078,0.112254177,0.106690669,0.080070408
06-Aug,0.313775681,0.191458269,0.055780251,0.168204863,0.304343681,0.109412998,0.108614375,0.088357211
07-Aug,0.317291402,0.193643678,0.069018232,0.169253683,0.310413867,0.103812123,0.110551748,0.088357211
08-Aug,0.324382897,0.195841293,0.087514052,0.169946681,0.310413867,0.101052798,0.112502739,0.085837341
09-Aug,0.327958681,0.198051113,0.092620778,0.170634813,0.310413867,0.098321135,0.114467299,0.083346388
10-Aug,0.335170346,0.200273136,0.095216915,0.171318164,0.307371734,0.102429015,0.118436936,0.08088453
11-Aug,0.338806236,0.20250736,0.087514052,0.17199682,0.304343681,0.110830211,0.121449433,0.07845195
12-Aug,0.346138155,0.204753781,0.084173482,0.172334413,0.304343681,0.120938543,0.12449199,0.076048835
13-Aug,0.353550291,0.2070124,0.085003802,0.173340372,0.304343681,0.122409166,0.126536986,0.076048835
14-Aug,0.357286452,0.211566217,0.085003802,0.173673452,0.307371734,0.128357271,0.129629307,0.076846587
15-Aug,0.364818983,0.218488363,0.085003802,0.174005427,0.307371734,0.13137041,0.131707343,0.079259545
16-Aug,0.372431823,0.22316405,0.085003802,0.174005427,0.307371734,0.13137041,0.134849023,0.08088453
17-Aug,0.380125007,0.227888457,0.084173482,0.174666101,0.307371734,0.129860599,0.135902796,0.081701906
18-Aug,0.38400174,0.232661567,0.084173482,0.174994819,0.307371734,0.126860444,0.13802013,0.082522527
19-Aug,0.391815509,0.237483366,0.085003802,0.175322469,0.307371734,0.126860444,0.13908368,0.084173482
20-Aug,0.403686988,0.244807319,0.086674094,0.175649061,0.304343681,0.126860444,0.13908368,0.085837341
21-Aug,0.419797348,0.24975077,0.087514052,0.175974603,0.298329844,0.126860444,0.13908368,0.085837341
22-Aug,0.436229928,0.252240733,0.087514052,0.175649061,0.292372425,0.126860444,0.13802013,0.085003802
23-Aug,0.444567135,0.252240733,0.087514052,0.175649061,0.283542231,0.128357271,0.13802013,0.081701906
24-Aug,0.440388452,0.254742854,0.087514052,0.175649061,0.27772616,0.129860599,0.136959833,0.080070408
25-Aug,0.436229928,0.254742854,0.088357211,0.175649061,0.274839368,0.132886682,0.135902796,0.080070408
26-Aug,0.419797348,0.257257129,0.088357211,0.174994819,0.269108318,0.135938537,0.135902796,0.081701906
27-Aug,0.395752554,0.259783557,0.088357211,0.174336307,0.266264077,0.14682084,0.134849023,0.083346388
28-Aug,0.391815509,0.259783557,0.089203563,0.173673452,0.263434038,0.156393669,0.134849023,0.085003802
29-Aug,0.387898573,0.262322136,0.089203563,0.173340372,0.263434038,0.159634211,0.13379852,0.087514052
30-Aug,0.38400174,0.262322136,0.090053102,0.172670863,0.26061821,0.164541072,0.132751292,0.090905821
31-Aug,0.37626837,0.264872864,0.090905821,0.172670863,0.263434038,0.171168842,0.131707343,0.093483003
01-Sep,0.372431823,0.264872864,0.090905821,0.17199682,0.266264077,0.174519,0.13066668,0.096088589
02-Sep,0.372431823,0.26743574,0.090053102,0.171658073,0.269108318,0.172840911,0.12859523,0.096963402
03-Sep,0.364818983,0.26743574,0.089203563,0.17097708,0.271966751,0.176203094,0.12859523,0.096088589
04-Sep,0.364818983,0.26743574,0.089203563,0.17097708,0.274839368,0.182999225,0.127564454,0.098722417
05-Sep,0.364818983,0.26743574,0.088357211,0.17029135,0.274839368,0.188158659,0.126536986,0.102277844
06-Sep,0.364818983,0.26743574,0.088357211,0.17029135,0.274839368,0.196875324,0.126536986,0.104074164
07-Sep,0.368615362,0.26743574,0.088357211,0.170634813,0.27772616,0.200402832,0.126536986,0.104976956
08-Sep,0.368615362,0.26743574,0.088357211,0.170634813,0.283542231,0.202175283,0.125512829,0.104976956
09-Sep,0.368615362,0.259783557,0.088357211,0.170634813,0.292372425,0.200402832,0.125512829,0.104074164
10-Sep,0.368615362,0.247272964,0.089203563,0.170634813,0.298329844,0.198636174,0.126536986,0.103174459
11-Sep,0.368615362,0.247272964,0.089203563,0.17029135,0.307371734,0.195120295,0.127564454,0.102277844
12-Sep,0.368615362,0.244807319,0.090053102,0.17029135,0.316540337,0.1933711,0.129629307,0.102277844
13-Sep,0.372431823,0.242353837,0.090905821,0.17029135,0.319624656,0.189890269,0.132751292,0.102277844
14-Sep,0.372431823,0.237483366,0.091761716,0.17029135,0.319624656,0.18643294,0.135902796,0.103174459
