Date,2005,2006,2007,2008,2009,2010,2011,2012
03-Apr,0.001433903,0.001674037,0.002305063,0.002781398,0.004338116,0.001443196,0.000774452,0.001539423
04-Apr,0.001855009,0.001773269,0.00201688,0.001722708,0.004006966,0.001433796,0.000707343,0.000834015
05-Apr,0.002691445,0.001019658,0.001480554,0.002287515,0.005265364,0.001476235,0.000740477,0.000665858
06-Apr,0.002977204,0.001190367,0.001532027,0.002781398,0.003748109,0.001387061,0.000874092,0.001017663
07-Apr,0.002362444,0.001894869,0.001707171,0.004010527,0.004616027,0.001345381,0.000892588,0.001037874
08-Apr,0.002149438,0.002363404,0.001346412,0.003057648,0.004177601,0.00149521,0.000834152,0.00072537
09-Apr,0.002165111,0.002363404,0.001283055,0.003136345,0.004257709,0.001664157,0.000733783,0.000494632
10-Apr,0.002227975,0.00221055,0.001596644,0.003241939,0.004029636,0.001138187,0.000713903,0.000855945
11-Apr,0.002180802,0.001779953,0.001890978,0.00312758,0.004488228,0.001021321,0.000545608,0.001365644
12-Apr,0.00212596,0.001746618,0.002393023,0.002747268,0.004897291,0.000787039,0.000720496,0.001836514
13-Apr,0.001970449,0.001621908,0.00286581,0.003268455,0.004744531,0.001008562,0.000949367,0.001874858
14-Apr,0.001448654,0.001602504,0.002508601,0.00334828,0.00476797,0.000798927,0.001052396,0.001687207
15-Apr,0.001331293,0.001462644,0.002043501,0.003608272,0.005217576,0.000814856,0.000747204,0.001494975
16-Apr,0.001855009,0.001406684,0.001917407,0.003707973,0.004850186,0.000875385,0.000634305,0.001251252
17-Apr,0.002450076,0.001115299,0.001564298,0.002962053,0.005062864,0.000912293,0.000534339,0.001112329
18-Apr,0.002546213,0.001309039,0.001486977,0.002824188,0.005361198,0.001354611,0.000506732,0.001021689
19-Apr,0.002634822,0.001237378,0.00155138,0.002510945,0.005711423,0.001173503,0.000603918,0.001176402
20-Apr,0.002394255,0.001333227,0.001538475,0.002704733,0.005505586,0.001240544,0.000406742,0.001112329
21-Apr,0.001916447,0.001759927,0.001474134,0.002636977,0.004651004,0.001433796,0.000580201,0.001103925
22-Apr,0.002141607,0.002527199,0.001635558,0.002361492,0.004131961,0.00160565,0.000852178,0.001112329
23-Apr,0.00188569,0.002239398,0.001564298,0.002645427,0.00408642,0.001673966,0.00080224,0.000973917
24-Apr,0.002110329,0.001977438,0.001977022,0.001570107,0.004177601,0.001317798,0.000730449,0.001046016
25-Apr,0.002086916,0.001351466,0.002433745,0.002494242,0.004246247,0.000783087,0.00090754,0.001001641
26-Apr,0.00203244,0.001273038,0.002393023,0.002798497,0.004280652,0.001000082,0.001036163,0.00118074
27-Apr,0.00200916,0.001213795,0.002136983,0.002510945,0.004430373,0.001038405,0.001258159,0.001708138
28-Apr,0.002094716,0.001225567,0.001877779,0.002510945,0.004476645,0.0010858,0.000930226,0.001456027
29-Apr,0.001954997,0.001030759,0.002190611,0.003259611,0.004920878,0.001164645,0.000697566,0.001342354
30-Apr,0.001755825,0.001315072,0.002010231,0.003881547,0.005301262,0.001258601,0.000733783,0.001569428
01-May,0.002079121,0.001481461,0.002090183,0.003428518,0.007306687,0.001396372,0.000628162,0.001351645
02-May,0.002780786,0.001237378,0.002284818,0.002979385,0.007885242,0.001276732,0.000571443,0.00107891
03-May,0.002546213,0.001115299,0.002359148,0.002645427,0.007794675,0.001591117,0.000426265,0.001037874
04-May,0.00207133,0.001309039,0.002720907,0.003233111,0.007691424,0.001703493,0.000493232,0.001013645
05-May,0.001954997,0.001881224,0.002838144,0.002875721,0.006976456,0.002152954,0.000697566,0.000962158
06-May,0.001947278,0.00221775,0.002831232,0.00268776,0.006762188,0.001813011,0.00080224,0.000874443
07-May,0.001725473,0.002363404,0.002997633,0.002611665,0.006312885,0.001823064,0.000791756,0.000848603
08-May,0.001793875,0.001949783,0.002386244,0.003040219,0.005808802,0.001733167,0.000723805,0.000981797
09-May,0.001978182,0.001494051,0.002090183,0.003581183,0.005614373,0.001471502,0.001052396,0.001260214
10-May,0.00203244,0.001406684,0.003411089,0.004196343,0.005457373,0.000740003,0.001363997,0.001475435
11-May,0.00296898,0.00145639,0.003404032,0.004745182,0.00568713,0.001267657,0.001178615,0.00160481
12-May,0.002386296,0.001513002,0.003894735,0.005833999,0.005421268,0.001103183,0.001016067,0.001947151
13-May,0.002227975,0.001532035,0.003988004,0.005914303,0.005699274,0.00122705,0.00099619,0.001964034
14-May,0.002530152,0.001720105,0.003966459,0.006187058,0.006090559,0.001382412,0.000747204,0.001584542
15-May,0.001680096,0.001506676,0.004501657,0.006176909,0.006611743,0.001021321,0.000678238,0.001504794
16-May,0.002386296,0.001369789,0.005571001,0.007198588,0.007332214,0.001245051,0.00099224,0.001167753
17-May,0.002498075,0.001674037,0.006005623,0.008037181,0.007601303,0.001566981,0.000922629,0.001269209
18-May,0.002546213,0.001628394,0.006443838,0.008425801,0.007281178,0.00130864,0.001187311,0.001255729
19-May,0.002418154,0.001908548,0.006345315,0.009860946,0.007575593,0.002459582,0.001662552,0.001475435
20-May,0.001208282,0.002936723,0.005840332,0.009303233,0.006724514,0.002200586,0.001662552,0.001246784
21-May,0.001537631,0.002452287,0.006126159,0.009860946,0.007396109,0.002195279,0.002264834,0.001734489
22-May,0.001389787,0.002850027,0.006178979,0.008862176,0.008538072,0.001960316,0.003051777,0.001782442
23-May,0.001567465,0.002341356,0.005945456,0.009082127,0.007562745,0.002399502,0.003407868,0.002009421
24-May,0.001627389,0.001481461,0.005518799,0.010539273,0.005650728,0.00130864,0.003550019,0.001896952
25-May,0.002346563,0.001443909,0.004999928,0.012393919,0.008184267,0.001354611,0.00323848,0.002226283
26-May,0.002086916,0.001867612,0.004830735,0.013344818,0.009792218,0.001236041,0.003670939,0.001485188
27-May,0.002291107,0.001991315,0.004874809,0.01382587,0.013525201,0.001276732,0.003752798,0.003274173
28-May,0.003059631,0.002467209,0.004016753,0.012986458,0.016167011,0.001480972,0.003752798,0.0030863
29-May,0.0038586,0.002304767,0.003751738,0.011807426,0.019360535,0.001326974,0.00409026,0.00380049
30-May,0.004107814,0.002290186,0.00336877,0.011458502,0.020919937,0.001823064,0.004353945,0.003753121
31-May,0.004228953,0.002850027,0.00395928,0.010996816,0.019515392,0.001382412,0.005602995,0.003355378
01-Jun,0.003824411,0.003841768,0.004211407,0.009748846,0.017825624,0.002465065,0.006022589,0.002781352
02-Jun,0.003577935,0.004455784,0.004676838,0.008643395,0.017521688,0.002410394,0.006022589,0.003029641
03-Jun,0.002870561,0.005014185,0.005392258,0.008643395,0.019205922,0.003024669,0.006022589,0.003768876
04-Jun,0.00311753,0.004995215,0.005742907,0.008752638,0.019205922,0.002581007,0.005810696,0.004478537
05-Jun,0.003010134,0.00554528,0.00683962,0.008862176,0.017977978,0.002372335,0.00409026,0.003856139
06-Jun,0.0026429,0.005693234,0.00714585,0.009973322,0.018589943,0.002095144,0.004534811,0.003559038
07-Jun,0.002659067,0.006442121,0.007299529,0.010653265,0.018436572,0.001762988,0.004813769,0.004740919
08-Jun,0.002732,0.005653651,0.007069151,0.011574559,0.018436572,0.001853317,0.005299265,0.005966912
09-Jun,0.002354502,0.005408383,0.006740425,0.013225131,0.01737011,0.001863433,0.006570759,0.009102245
10-Jun,0.002683345,0.005359772,0.006534934,0.013705263,0.016916949,0.001659259,0.005399468,0.010254584
11-Jun,0.00255425,0.005157233,0.006345315,0.01653483,0.017825624,0.001934684,0.005299265,0.010123057
12-Jun,0.002829701,0.005080771,0.005571001,0.017927202,0.018130589,0.002001528,0.005004872,0.010386984
13-Jun,0.003722122,0.004844332,0.004823394,0.020650401,0.020137247,0.001792954,0.00391952,0.008855754
14-Jun,0.003815871,0.004565675,0.003988004,0.020782117,0.020449614,0.002027409,0.004626774,0.008492539
15-Jun,0.00406468,0.004976269,0.004225867,0.022109083,0.019360535,0.00254219,0.005602995,0.006373337
16-Jun,0.003459844,0.005118954,0.004933644,0.021046089,0.018283454,0.003265778,0.005602995,0.008137142
17-Jun,0.003620254,0.005802567,0.004808716,0.021443387,0.018130589,0.004203935,0.006130111,0.007338235
18-Jun,0.003267153,0.005683329,0.005362532,0.021443387,0.018283454,0.004592354,0.006130111,0.006900757
19-Jun,0.003952853,0.005118954,0.005623257,0.021709139,0.020137247,0.004383973,0.00634832,0.007675426
20-Jun,0.004047445,0.004844332,0.005362532,0.022913653,0.019360535,0.003775871,0.007263613,0.007562163
21-Jun,0.004709831,0.004695021,0.006337744,0.0252262,0.019981422,0.003059621,0.010137508,0.007449766
22-Jun,0.005234017,0.003686711,0.006542532,0.027445388,0.020137247,0.003367289,0.013717455,0.006687201
23-Jun,0.005857191,0.003576075,0.006436254,0.030131702,0.021392362,0.003475736,0.020126972,0.008978564
24-Jun,0.006536781,0.004149383,0.005795344,0.032289824,0.023785072,0.003988257,0.020546535,0.013068962
25-Jun,0.00735895,0.00399897,0.007376506,0.033307822,0.02589823,0.002932029,0.020336155,0.014766674
26-Jun,0.008995898,0.004834954,0.006687081,0.033016272,0.02475595,0.003165164,0.018896946,0.014926302
27-Jun,0.009974986,0.005564931,0.006481777,0.032000224,0.025570826,0.002908998,0.016008337,0.014926302
28-Jun,0.010073719,0.005099851,0.006481777,0.032289824,0.025734425,0.003071297,0.01546228,0.013827434
29-Jun,0.00919049,0.005862499,0.00619408,0.03027457,0.02426955,0.0028174,0.014057187,0.01133827
30-Jun,0.00967967,0.006597699,0.006641395,0.028006412,0.022343409,0.003301504,0.013382315,0.009862622
01-Jul,0.011370168,0.008366981,0.006763302,0.025777201,0.021234655,0.002811703,0.01546228,0.010654407
02-Jul,0.013718327,0.008593692,0.00683962,0.0252262,0.022981944,0.003135743,0.025243376,0.010520259
03-Jul,0.01612878,0.008254397,0.007840258,0.024677781,0.023785072,0.003030486,0.032348131,0.010123057
04-Jul,0.018270212,0.008937576,0.010603785,0.02345345,0.024918506,0.004089347,0.042303357,0.012332478
05-Jul,0.0202305,0.01327088,0.013947912,0.022913653,0.024918506,0.003714042,0.044214323,0.012624435
06-Jul,0.021332215,0.020851111,0.015530582,0.02345345,0.026226456,0.003506034,0.050229012,0.015737689
07-Jul,0.022108566,0.026957726,0.018835706,0.026608476,0.025407433,0.004076671,0.056670836,0.020880662
08-Jul,0.022665632,0.030553271,0.020384393,0.027585415,0.022502708,0.00436458,0.05520212,0.026773258
09-Jul,0.023561223,0.029510499,0.02003905,0.028428779,0.02443147,0.003763482,0.057041351,0.034643651
10-Jul,0.024010958,0.026790332,0.020297994,0.029135733,0.024918506,0.004140163,0.058160919,0.041909841
11-Jul,0.023561223,0.026290268,0.020125323,0.030131702,0.027050574,0.004566155,0.055567299,0.03870868
12-Jul,0.023898404,0.02464657,0.019694379,0.029135733,0.027547451,0.004429319,0.048176936,0.035638173
13-Jul,0.023224765,0.026124289,0.017641011,0.02998898,0.033126609,0.004710778,0.046502976,0.034643651
14-Jul,0.022777295,0.026456602,0.016793199,0.031855636,0.038189568,0.004223121,0.043572143,0.036140864
15-Jul,0.021997404,0.02662329,0.016286814,0.033599924,0.040146365,0.004487817,0.043253001,0.035889066
16-Jul,0.021111172,0.025793398,0.016286814,0.033892575,0.043207819,0.005452829,0.0488557,0.032698009
17-Jul,0.020340274,0.027125473,0.016286814,0.033892575,0.049087334,0.005940865,0.049197054,0.03104298
18-Jul,0.019792302,0.027799965,0.017216514,0.034185771,0.054159851,0.005660518,0.051623417,0.027207416
19-Jul,0.019246602,0.029510499,0.017811136,0.034332573,0.058364178,0.004977007,0.053038978,0.027425842
20-Jul,0.018703219,0.030728253,0.017047045,0.034626583,0.059714808,0.004977007,0.055567299,0.02786539
21-Jul,0.017516166,0.032140206,0.01730132,0.03447951,0.057019708,0.004977007,0.056301656,0.024863965
22-Jul,0.015705411,0.031608213,0.016793199,0.03477379,0.057787218,0.004422832,0.061592035,0.026342692
23-Jul,0.015389003,0.031608213,0.016202588,0.036253205,0.056636717,0.005044216,0.064336097,0.026557526
24-Jul,0.015916884,0.033213155,0.016624209,0.037147176,0.060295513,0.006731413,0.066336732,0.02322774
25-Jul,0.016022779,0.0378099,0.016455414,0.03834638,0.062824639,0.009023832,0.067146486,0.023027238
26-Jul,0.017087452,0.042408452,0.016202588,0.039856814,0.062824639,0.009343638,0.067961679,0.022038131
27-Jul,0.019137738,0.043782965,0.016371089,0.040616714,0.061071511,0.009504733,0.069608411,0.021455382
28-Jul,0.024236303,0.048198145,0.015950209,0.043686765,0.063020035,0.010156917,0.075544326,0.018304612
29-Jul,0.032191401,0.048402222,0.01569828,0.044151394,0.066557472,0.010570764,0.079057302,0.020501973
30-Jul,0.03670807,0.048811248,0.014945261,0.042145713,0.06675511,0.012012521,0.084954942,0.020880662
31-Jul,0.039362447,0.050458939,0.014945261,0.042914748,0.071132122,0.01495581,0.086816924,0.022827629
01-Aug,0.041432259,0.052544389,0.014945261,0.041992266,0.068936739,0.013238589,0.087285911,0.023429136
02-Aug,0.041921571,0.058098382,0.015782206,0.041992266,0.070132532,0.015047836,0.086349334,0.025703572
03-Aug,0.042657151,0.05962564,0.016624209,0.04229928,0.07093198,0.01495581,0.086816924,0.02920561
04-Aug,0.043271596,0.059844911,0.018664496,0.044461735,0.077798272,0.01692175,0.091088217,0.032458869
05-Aug,0.044010665,0.060724711,0.019007093,0.046490263,0.079431872,0.018758979,0.100988171,0.039761202
06-Aug,0.044875275,0.062274767,0.020211638,0.047275622,0.08127765,0.018270256,0.108785604,0.051691883
07-Aug,0.045990604,0.064962541,0.024049021,0.050764384,0.082925343,0.016164637,0.115803822,0.061201141
08-Aug,0.046860908,0.066548048,0.026617483,0.05220685,0.083338286,0.016164637,0.119125045,0.0666108
09-Aug,0.047858524,0.067688439,0.028495261,0.056912928,0.083544909,0.015324883,0.118012196,0.065578536
10-Aug,0.048859278,0.068605455,0.028854557,0.057733072,0.083751634,0.015324883,0.115255333,0.065921703
11-Aug,0.049863124,0.069988777,0.029845221,0.058391003,0.083751634,0.016352983,0.124204494,0.065236291
12-Aug,0.051122213,0.071148654,0.030387165,0.058391003,0.084165387,0.017208214,0.13412029,0.066265791
13-Aug,0.052766015,0.073017809,0.031111461,0.060042815,0.084579542,0.019647919,0.143839185,0.066956731
14-Aug,0.054162976,0.075140101,0.031474329,0.061871186,0.0849941,0.020649318,0.15457924,0.062866352
15-Aug,0.055565376,0.07872262,0.031928581,0.063543519,0.085409058,0.025862559,0.166419254,0.059233225
16-Aug,0.057101358,0.080656236,0.032110487,0.065056781,0.085824415,0.026185849,0.175271974,0.057939651
17-Aug,0.058772376,0.083095453,0.03229251,0.06657767,0.086656324,0.025647673,0.184379232,0.061532344
18-Aug,0.060579955,0.085064438,0.03393589,0.06827637,0.087489816,0.024899638,0.192285205,0.06253147
19-Aug,0.0621358,0.087547487,0.035588335,0.070155515,0.088533896,0.024581001,0.19889059,0.060870858
20-Aug,0.06356716,0.09005457,0.035956742,0.071873304,0.088743005,0.024687083,0.204865835,0.062866352
21-Aug,0.065134188,0.092331313,0.036325578,0.073081056,0.088743005,0.024369232,0.207890193,0.063876517
22-Aug,0.066706907,0.093349349,0.036602483,0.073946383,0.088743005,0.024475051,0.210174563,0.06253147
23-Aug,0.068021785,0.094115349,0.036879626,0.074640221,0.087698436,0.024793295,0.212472754,0.066956731
24-Aug,0.069208454,0.094371152,0.037157005,0.074813898,0.086656324,0.025433302,0.215558534,0.068700214
25-Aug,0.070265848,0.094883461,0.037527208,0.074640221,0.085824415,0.026510287,0.216333827,0.070466755
26-Aug,0.07066299,0.095396708,0.037990544,0.074293127,0.0849941,0.027053551,0.219450408,0.071896602
27-Aug,0.070795446,0.096168329,0.038361674,0.074293127,0.083751634,0.028591337,0.223380848,0.070822832
28-Aug,0.070795446,0.097200421,0.038919132,0.073946383,0.082512807,0.030378261,0.226553016,0.06975737
29-Aug,0.070795446,0.09797693,0.039477495,0.073773142,0.081688959,0.031283266,0.228948394,0.072617066
30-Aug,0.070795446,0.099536198,0.039943483,0.073599989,0.08107215,0.032195837,0.232163928,0.074800635
31-Aug,0.070795446,0.100580324,0.040223372,0.073599989,0.08107215,0.033115881,0.23297169,0.075535887
01-Sep,0.070795446,0.101628127,0.040316717,0.073599989,0.081483253,0.033462807,0.231357718,0.078890316
02-Sep,0.070795446,0.102679593,0.040223372,0.073599989,0.081894767,0.033115881,0.228948394,0.097208522
03-Sep,0.070795446,0.103206696,0.040223372,0.073081056,0.082306691,0.033462807,0.227349927,0.099742934
04-Sep,0.070795446,0.103999059,0.039943483,0.072562917,0.082925343,0.034626666,0.22417157,0.102742168
05-Sep,0.070795446,0.104528438,0.039570643,0.072045574,0.083131764,0.036156584,0.219450408,0.107106107
06-Sep,0.070795446,0.104793468,0.039291274,0.071357027,0.083338286,0.038185536,0.217889034,0.109323102
07-Sep,0.070795446,0.104263635,0.039291274,0.070498355,0.084165387,0.039636673,0.216333827,0.111113521
08-Sep,0.070795446,0.104263635,0.039291274,0.06998423,0.085824415,0.04085772,0.215558534,0.110664514
09-Sep,0.070795446,0.10294303,0.039291274,0.069813035,0.087281295,0.041472208,0.214784781,0.108877834
10-Sep,0.070795446,0.101365832,0.039570643,0.07032689,0.088743005,0.0413491,0.21711066,0.107547638
11-Sep,0.070795446,0.100580324,0.039850236,0.070155515,0.090419383,0.0411032,0.224963838,0.107547638
12-Sep,0.07066299,0.100057801,0.040316717,0.070155515,0.091680723,0.04085772,0.233781005,0.107547638
13-Sep,0.07066299,0.099536198,0.0405969,0.070498355,0.092945507,0.040001872,0.243614084,0.107990102
14-Sep,0.07066299,0.098495761,0.040970818,0.071013289,0.094002104,0.039151239,0.253671791,0.110664514
15-Sep,0.070530572,0.097200421,0.041345122,0.071701122,0.094425404,0.037945193,0.263089514,0.114739255
