# The file contains the salinity concentration over depth and along the main channel of DINH AN
# every column of the data shows salinity over the water column, and the values are stored from the top of the 
# water column (depth = 0) and changes over the column per 0.5m of depth. 
# The first column (from the left) represents the KP=0 (at the sea side), and every column to the right side 
# presents the measurement 3km further upstream. 
# The measurements are carried out by Utrecht Univeristy, the Netherlands, 
#  in cooperation with the Southern Institute of Water Resources and Reasearch (SIWRR), Vietnam
# Note that these are processed data; the original signals are carried out by conductivity [Siemens/Sec] and 
#  the presented valuesare converted to pratical salinity scale [PSS]. 
# Moreover, the values presented are post-processed and some of the missing values are interpolated. 
# 
# Author: Sepehr Eslami 
# File generation date & time: Mon Sep  7 13:44:17 2020
# 
# 
10.523,9.792,6.874,5.983,3.948,3.574,-0.002,2.915,2.751,2.166,2.002,1.972,1.238,0.951,0.744,0.429,0.190,0.000
18.375,11.701,7.205,6.338,6.443,4.070,-0.002,3.118,2.879,2.166,2.002,1.981,1.412,0.956,0.757,0.229,0.190,0.000
22.051,14.609,11.112,7.480,8.043,8.177,-0.002,5.596,3.091,2.207,2.042,1.986,1.879,1.083,0.840,0.685,0.189,0.000
26.667,20.748,12.326,18.876,16.800,16.932,-0.002,8.113,3.209,2.294,2.257,2.016,2.076,1.871,1.208,0.706,0.191,0.000
27.409,24.392,20.012,22.209,19.004,17.688,-0.002,10.019,3.741,2.356,4.283,2.143,2.596,2.585,1.260,0.710,0.192,0.000
27.806,26.600,23.661,22.736,19.197,18.491,-0.002,12.368,6.842,3.766,5.445,3.162,4.503,3.253,1.539,0.791,0.216,0.000
28.010,27.197,24.658,23.977,20.726,18.747,-0.002,14.886,10.656,8.049,6.269,5.266,4.911,4.442,2.512,0.869,0.251,0.000
28.214,27.400,27.207,27.061,21.947,18.979,-0.002,15.572,12.882,10.828,8.410,6.280,5.316,6.250,3.706,1.323,0.271,0.000
28.214,27.467,27.207,27.061,26.319,20.900,-0.002,16.639,15.072,13.434,10.463,7.806,9.226,7.887,3.945,1.909,0.294,0.000
28.146,27.467,27.207,27.061,26.521,24.844,-0.002,17.370,16.170,15.697,11.219,9.444,10.078,9.066,5.255,2.261,0.429,0.000
28.146,nan,27.207,27.061,26.521,25.580,-0.002,17.560,16.990,16.358,14.513,11.786,10.698,9.864,6.796,3.071,0.617,0.000
nan,nan,27.207,nan,nan,25.580,-0.002,17.751,17.243,16.421,15.634,13.066,11.158,10.352,7.254,3.126,0.833,0.000
nan,nan,nan,nan,nan,nan,-0.002,17.815,17.243,16.548,15.634,13.066,12.004,10.352,7.373,3.126,1.070,0.000
nan,nan,nan,nan,nan,nan,-0.002,17.815,nan,16.548,15.634,nan,12.004,nan,7.373,nan,1.070,nan
nan,nan,nan,nan,nan,nan,-0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
