# The file contains the salinity concentration over depth and along the main channel of TRAN DE
# every column of the data shows salinity over the water column, and the values are stored from the top of the 
# water column (depth = 0) and changes over the column per 0.5m of depth. 
# The first column (from the left) represents the KP=0 (at the sea side), and every column to the right side 
# presents the measurement 3km further upstream. 
# The measurements are carried out by Utrecht Univeristy, the Netherlands, 
#  in cooperation with the Southern Institute of Water Resources and Reasearch (SIWRR), Vietnam
# Note that these are processed data; the original signals are carried out by conductivity [Siemens/Sec] and 
#  the presented valuesare converted to pratical salinity scale [PSS]. 
# Moreover, the values presented are post-processed and some of the missing values are interpolated. 
# 
# Author: Sepehr Eslami 
# File generation date & time: Mon Sep  7 13:44:24 2020
# 
# 
17.667,17.236,16.260,15.977,13.291,10.473,10.027,7.234,5.863,5.770,4.551,3.110,2.220,2.631,1.649,1.694,0.812,0.785
17.790,18.137,16.717,15.977,14.312,12.847,10.397,8.223,6.067,6.202,4.897,3.631,2.585,2.709,1.739,1.784,1.066,0.852
19.031,18.758,16.874,16.099,14.584,13.052,10.901,8.537,6.230,6.230,6.081,3.919,2.559,2.932,1.830,1.946,1.201,0.890
20.909,19.070,16.971,16.343,14.886,13.112,11.194,8.851,6.335,6.374,6.437,4.047,2.647,2.953,2.184,2.128,1.348,0.976
21.351,19.945,17.456,16.499,15.127,13.112,11.664,9.449,6.670,6.491,6.449,4.085,2.751,2.985,2.420,2.195,1.400,0.981
21.540,20.134,18.112,16.717,15.430,13.232,11.723,9.761,7.128,6.650,6.460,4.133,2.965,3.101,2.777,2.220,1.504,1.010
21.667,20.134,18.595,17.765,15.888,13.618,11.841,9.831,7.665,6.857,6.376,4.190,3.075,3.127,2.944,2.266,1.623,1.089
21.793,20.134,19.093,18.013,16.404,14.252,12.160,9.932,8.000,7.601,6.398,4.190,3.191,3.137,3.007,2.282,1.676,1.206
22.028,nan,19.405,18.013,16.622,14.462,12.279,10.222,8.686,8.006,6.423,nan,3.175,3.148,3.007,2.292,1.736,1.240
22.028,nan,19.507,18.013,16.622,14.462,12.279,10.666,8.984,8.211,6.423,nan,3.175,3.148,nan,2.327,1.781,1.245
nan,nan,19.570,nan,nan,nan,12.279,11.158,9.625,8.239,nan,nan,nan,3.148,nan,2.343,1.789,1.245
nan,nan,19.672,nan,nan,nan,12.220,11.158,9.677,8.239,nan,nan,nan,nan,nan,2.394,1.789,1.272
nan,nan,19.672,nan,nan,nan,12.220,nan,9.694,nan,nan,nan,nan,nan,nan,2.394,1.789,1.272
nan,nan,nan,nan,nan,nan,nan,nan,9.694,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
