# The file contains the salinity concentration over depth and along the main channel of TRAN DE
# every column of the data shows salinity over the water column, and the values are stored from the top of the 
# water column (depth = 0) and changes over the column per 0.5m of depth. 
# The first column (from the left) represents the KP=0 (at the sea side), and every column to the right side 
# presents the measurement 3km further upstream. 
# The measurements are carried out by Utrecht Univeristy, the Netherlands, 
#  in cooperation with the Southern Institute of Water Resources and Reasearch (SIWRR), Vietnam
# Note that these are processed data; the original signals are carried out by conductivity [Siemens/Sec] and 
#  the presented valuesare converted to pratical salinity scale [PSS]. 
# Moreover, the values presented are post-processed and some of the missing values are interpolated. 
# 
# Author: Sepehr Eslami 
# File generation date & time: Mon Sep  7 13:44:07 2020
# 
# 
13.544,14.240,14.147,0.959,11.103,9.715,6.205,5.099,4.013,4.058,3.207,1.956,1.260,0.631,0.000,0.000,0.000,0.000
14.208,15.197,14.238,13.562,11.209,9.694,6.834,5.329,4.029,4.083,3.319,2.061,1.221,0.633,0.000,0.000,0.000,0.000
15.290,17.497,14.668,13.501,11.399,9.823,7.796,5.728,5.283,3.575,3.729,2.181,1.273,0.686,0.000,0.000,0.000,0.000
17.171,18.043,16.170,14.356,12.237,11.302,8.784,6.075,6.862,6.194,5.451,2.874,1.325,0.783,0.000,0.000,0.000,0.000
20.251,19.068,16.582,14.917,12.786,11.544,9.036,6.948,8.334,6.420,6.181,3.514,1.325,0.785,0.000,0.000,0.000,0.000
21.072,19.325,17.025,16.393,13.585,11.847,10.358,8.143,9.389,6.648,7.033,3.575,1.325,0.833,0.000,0.000,0.000,0.000
21.333,19.390,18.722,16.645,13.922,12.786,10.537,8.568,9.448,8.685,7.148,3.629,1.375,0.833,0.000,0.000,0.000,0.000
21.418,19.454,18.851,16.772,14.294,12.848,10.537,9.212,9.507,8.919,7.450,3.683,1.375,0.835,0.000,0.000,0.000,0.000
21.639,19.454,19.044,16.899,14.792,12.786,10.656,9.389,9.507,8.978,7.680,3.683,1.375,0.835,0.000,0.000,0.000,0.000
21.639,19.454,19.173,16.899,14.792,12.786,10.716,9.448,9.684,9.095,7.738,nan,1.375,0.835,0.000,0.000,0.000,0.000
nan,nan,19.173,nan,14.792,nan,10.716,9.507,9.743,9.095,7.722,nan,1.375,0.835,0.000,0.000,0.000,0.000
nan,nan,19.173,nan,nan,nan,10.716,9.625,9.802,9.036,7.722,nan,nan,0.835,nan,nan,nan,nan
nan,nan,19.108,nan,nan,nan,10.656,9.625,9.921,9.036,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,19.108,nan,nan,nan,10.656,nan,9.921,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
