depth_m,distance_km,salinity_pss,source_file
0.0,0,16.303,mb_lws_td_2016033131.txt
0.5,0,16.495,mb_lws_td_2016033131.txt
1.0,0,17.524,mb_lws_td_2016033131.txt
1.5,0,19.108,mb_lws_td_2016033131.txt
2.0,0,19.989,mb_lws_td_2016033131.txt
2.5,0,20.639,mb_lws_td_2016033131.txt
3.0,0,21.182,mb_lws_td_2016033131.txt
3.5,0,21.508,mb_lws_td_2016033131.txt
4.0,0,21.574,mb_lws_td_2016033131.txt
4.5,0,21.574,mb_lws_td_2016033131.txt
5.0,0,,mb_lws_td_2016033131.txt
5.5,0,,mb_lws_td_2016033131.txt
6.0,0,,mb_lws_td_2016033131.txt
6.5,0,,mb_lws_td_2016033131.txt
7.0,0,,mb_lws_td_2016033131.txt
0.0,3,14.213,mb_lws_td_2016033131.txt
0.5,3,15.507,mb_lws_td_2016033131.txt
1.0,3,16.044,mb_lws_td_2016033131.txt
1.5,3,17.379,mb_lws_td_2016033131.txt
2.0,3,18.081,mb_lws_td_2016033131.txt
2.5,3,18.915,mb_lws_td_2016033131.txt
3.0,3,19.237,mb_lws_td_2016033131.txt
3.5,3,19.237,mb_lws_td_2016033131.txt
4.0,3,,mb_lws_td_2016033131.txt
4.5,3,,mb_lws_td_2016033131.txt
5.0,3,,mb_lws_td_2016033131.txt
5.5,3,,mb_lws_td_2016033131.txt
6.0,3,,mb_lws_td_2016033131.txt
6.5,3,,mb_lws_td_2016033131.txt
7.0,3,,mb_lws_td_2016033131.txt
0.0,6,13.368,mb_lws_td_2016033131.txt
0.5,6,14.61,mb_lws_td_2016033131.txt
1.0,6,14.978,mb_lws_td_2016033131.txt
1.5,6,15.667,mb_lws_td_2016033131.txt
2.0,6,17.216,mb_lws_td_2016033131.txt
2.5,6,17.98,mb_lws_td_2016033131.txt
3.0,6,18.53,mb_lws_td_2016033131.txt
3.5,6,18.851,mb_lws_td_2016033131.txt
4.0,6,18.851,mb_lws_td_2016033131.txt
4.5,6,,mb_lws_td_2016033131.txt
5.0,6,,mb_lws_td_2016033131.txt
5.5,6,,mb_lws_td_2016033131.txt
6.0,6,,mb_lws_td_2016033131.txt
6.5,6,,mb_lws_td_2016033131.txt
7.0,6,,mb_lws_td_2016033131.txt
0.0,9,11.785,mb_lws_td_2016033131.txt
0.5,9,11.785,mb_lws_td_2016033131.txt
1.0,9,11.894,mb_lws_td_2016033131.txt
1.5,9,13.984,mb_lws_td_2016033131.txt
2.0,9,15.041,mb_lws_td_2016033131.txt
2.5,9,15.667,mb_lws_td_2016033131.txt
3.0,9,16.8,mb_lws_td_2016033131.txt
3.5,9,17.751,mb_lws_td_2016033131.txt
4.0,9,17.751,mb_lws_td_2016033131.txt
4.5,9,,mb_lws_td_2016033131.txt
5.0,9,,mb_lws_td_2016033131.txt
5.5,9,,mb_lws_td_2016033131.txt
6.0,9,,mb_lws_td_2016033131.txt
6.5,9,,mb_lws_td_2016033131.txt
7.0,9,,mb_lws_td_2016033131.txt
0.0,12,6.635,mb_lws_td_2016033131.txt
0.5,12,9.158,mb_lws_td_2016033131.txt
1.0,12,10.442,mb_lws_td_2016033131.txt
1.5,12,12.333,mb_lws_td_2016033131.txt
2.0,12,12.638,mb_lws_td_2016033131.txt
2.5,12,13.803,mb_lws_td_2016033131.txt
3.0,12,15.259,mb_lws_td_2016033131.txt
3.5,12,16.954,mb_lws_td_2016033131.txt
4.0,12,17.524,mb_lws_td_2016033131.txt
4.5,12,17.524,mb_lws_td_2016033131.txt
5.0,12,,mb_lws_td_2016033131.txt
5.5,12,,mb_lws_td_2016033131.txt
6.0,12,,mb_lws_td_2016033131.txt
6.5,12,,mb_lws_td_2016033131.txt
7.0,12,,mb_lws_td_2016033131.txt
0.0,15,5.198,mb_lws_td_2016033131.txt
0.5,15,5.401,mb_lws_td_2016033131.txt
1.0,15,8.09,mb_lws_td_2016033131.txt
1.5,15,9.54,mb_lws_td_2016033131.txt
2.0,15,11.604,mb_lws_td_2016033131.txt
2.5,15,12.429,mb_lws_td_2016033131.txt
3.0,15,12.943,mb_lws_td_2016033131.txt
3.5,15,13.68,mb_lws_td_2016033131.txt
4.0,15,14.637,mb_lws_td_2016033131.txt
4.5,15,14.637,mb_lws_td_2016033131.txt
5.0,15,,mb_lws_td_2016033131.txt
5.5,15,,mb_lws_td_2016033131.txt
6.0,15,,mb_lws_td_2016033131.txt
6.5,15,,mb_lws_td_2016033131.txt
7.0,15,,mb_lws_td_2016033131.txt
0.0,18,4.185,mb_lws_td_2016033131.txt
0.5,18,5.036,mb_lws_td_2016033131.txt
1.0,18,6.716,mb_lws_td_2016033131.txt
1.5,18,8.99,mb_lws_td_2016033131.txt
2.0,18,10.618,mb_lws_td_2016033131.txt
2.5,18,11.798,mb_lws_td_2016033131.txt
3.0,18,12.282,mb_lws_td_2016033131.txt
3.5,18,12.464,mb_lws_td_2016033131.txt
4.0,18,12.525,mb_lws_td_2016033131.txt
4.5,18,12.585,mb_lws_td_2016033131.txt
5.0,18,12.707,mb_lws_td_2016033131.txt
5.5,18,12.951,mb_lws_td_2016033131.txt
6.0,18,12.951,mb_lws_td_2016033131.txt
6.5,18,,mb_lws_td_2016033131.txt
7.0,18,,mb_lws_td_2016033131.txt
0.0,21,3.79,mb_lws_td_2016033131.txt
0.5,21,3.86,mb_lws_td_2016033131.txt
1.0,21,4.108,mb_lws_td_2016033131.txt
1.5,21,7.008,mb_lws_td_2016033131.txt
2.0,21,7.54,mb_lws_td_2016033131.txt
2.5,21,8.673,mb_lws_td_2016033131.txt
3.0,21,9.785,mb_lws_td_2016033131.txt
3.5,21,10.592,mb_lws_td_2016033131.txt
4.0,21,11.352,mb_lws_td_2016033131.txt
4.5,21,11.834,mb_lws_td_2016033131.txt
5.0,21,12.135,mb_lws_td_2016033131.txt
5.5,21,12.135,mb_lws_td_2016033131.txt
6.0,21,,mb_lws_td_2016033131.txt
6.5,21,,mb_lws_td_2016033131.txt
7.0,21,,mb_lws_td_2016033131.txt
0.0,24,3.21,mb_lws_td_2016033131.txt
0.5,24,3.232,mb_lws_td_2016033131.txt
1.0,24,3.356,mb_lws_td_2016033131.txt
1.5,24,3.792,mb_lws_td_2016033131.txt
2.0,24,5.725,mb_lws_td_2016033131.txt
2.5,24,6.617,mb_lws_td_2016033131.txt
3.0,24,8.166,mb_lws_td_2016033131.txt
3.5,24,8.941,mb_lws_td_2016033131.txt
4.0,24,9.552,mb_lws_td_2016033131.txt
4.5,24,10.164,mb_lws_td_2016033131.txt
5.0,24,10.819,mb_lws_td_2016033131.txt
5.5,24,11.052,mb_lws_td_2016033131.txt
6.0,24,11.472,mb_lws_td_2016033131.txt
6.5,24,11.472,mb_lws_td_2016033131.txt
7.0,24,,mb_lws_td_2016033131.txt
0.0,27,1.94,mb_lws_td_2016033131.txt
0.5,27,1.95,mb_lws_td_2016033131.txt
1.0,27,2.161,mb_lws_td_2016033131.txt
1.5,27,2.779,mb_lws_td_2016033131.txt
2.0,27,3.07,mb_lws_td_2016033131.txt
2.5,27,3.639,mb_lws_td_2016033131.txt
3.0,27,5.685,mb_lws_td_2016033131.txt
3.5,27,8.132,mb_lws_td_2016033131.txt
4.0,27,8.835,mb_lws_td_2016033131.txt
4.5,27,9.192,mb_lws_td_2016033131.txt
5.0,27,9.48,mb_lws_td_2016033131.txt
5.5,27,9.48,mb_lws_td_2016033131.txt
6.0,27,,mb_lws_td_2016033131.txt
6.5,27,,mb_lws_td_2016033131.txt
7.0,27,,mb_lws_td_2016033131.txt
0.0,30,1.25,mb_lws_td_2016033131.txt
0.5,30,1.556,mb_lws_td_2016033131.txt
1.0,30,2.08,mb_lws_td_2016033131.txt
1.5,30,2.512,mb_lws_td_2016033131.txt
2.0,30,3.487,mb_lws_td_2016033131.txt
2.5,30,4.149,mb_lws_td_2016033131.txt
3.0,30,6.05,mb_lws_td_2016033131.txt
3.5,30,8.011,mb_lws_td_2016033131.txt
4.0,30,8.312,mb_lws_td_2016033131.txt
4.5,30,8.405,mb_lws_td_2016033131.txt
5.0,30,8.405,mb_lws_td_2016033131.txt
5.5,30,,mb_lws_td_2016033131.txt
6.0,30,,mb_lws_td_2016033131.txt
6.5,30,,mb_lws_td_2016033131.txt
7.0,30,,mb_lws_td_2016033131.txt
0.0,33,0.703,mb_lws_td_2016033131.txt
0.5,33,0.759,mb_lws_td_2016033131.txt
1.0,33,0.928,mb_lws_td_2016033131.txt
1.5,33,1.004,mb_lws_td_2016033131.txt
2.0,33,1.048,mb_lws_td_2016033131.txt
2.5,33,1.082,mb_lws_td_2016033131.txt
3.0,33,1.353,mb_lws_td_2016033131.txt
3.5,33,3.204,mb_lws_td_2016033131.txt
4.0,33,3.204,mb_lws_td_2016033131.txt
4.5,33,,mb_lws_td_2016033131.txt
5.0,33,,mb_lws_td_2016033131.txt
5.5,33,,mb_lws_td_2016033131.txt
6.0,33,,mb_lws_td_2016033131.txt
6.5,33,,mb_lws_td_2016033131.txt
