depth_m,distance_km,salinity_pss,source_file
1.5,21,5.062,mb_lws_da_2016033131.txt
2.0,21,5.736,mb_lws_da_2016033131.txt
2.5,21,6.335,mb_lws_da_2016033131.txt
3.0,21,7.168,mb_lws_da_2016033131.txt
3.5,21,11.496,mb_lws_da_2016033131.txt
4.0,21,13.713,mb_lws_da_2016033131.txt
4.5,21,14.824,mb_lws_da_2016033131.txt
5.0,21,15.072,mb_lws_da_2016033131.txt
5.5,21,15.196,mb_lws_da_2016033131.txt
6.0,21,15.196,mb_lws_da_2016033131.txt
6.5,21,15.196,mb_lws_da_2016033131.txt
7.0,21,,mb_lws_da_2016033131.txt
0.0,24,3.53,mb_lws_da_2016033131.txt
0.5,24,3.547,mb_lws_da_2016033131.txt
1.0,24,4.095,mb_lws_da_2016033131.txt
1.5,24,3.566,mb_lws_da_2016033131.txt
2.0,24,5.518,mb_lws_da_2016033131.txt
2.5,24,5.523,mb_lws_da_2016033131.txt
3.0,24,5.792,mb_lws_da_2016033131.txt
3.5,24,8.027,mb_lws_da_2016033131.txt
4.0,24,12.04,mb_lws_da_2016033131.txt
4.5,24,13.134,mb_lws_da_2016033131.txt
5.0,24,13.991,mb_lws_da_2016033131.txt
5.5,24,14.299,mb_lws_da_2016033131.txt
6.0,24,14.361,mb_lws_da_2016033131.txt
6.5,24,14.361,mb_lws_da_2016033131.txt
7.0,24,14.361,mb_lws_da_2016033131.txt
0.0,27,2.971,mb_lws_da_2016033131.txt
0.5,27,2.966,mb_lws_da_2016033131.txt
1.0,27,3.014,mb_lws_da_2016033131.txt
1.5,27,3.025,mb_lws_da_2016033131.txt
2.0,27,3.069,mb_lws_da_2016033131.txt
2.5,27,3.428,mb_lws_da_2016033131.txt
3.0,27,5.323,mb_lws_da_2016033131.txt
3.5,27,6.006,mb_lws_da_2016033131.txt
4.0,27,8.614,mb_lws_da_2016033131.txt
4.5,27,11.773,mb_lws_da_2016033131.txt
5.0,27,12.62,mb_lws_da_2016033131.txt
5.5,27,12.741,mb_lws_da_2016033131.txt
6.0,27,12.741,mb_lws_da_2016033131.txt
6.5,27,12.741,mb_lws_da_2016033131.txt
7.0,27,12.741,mb_lws_da_2016033131.txt
0.0,30,2.152,mb_lws_da_2016033131.txt
0.5,30,2.152,mb_lws_da_2016033131.txt
1.0,30,2.152,mb_lws_da_2016033131.txt
1.5,30,2.152,mb_lws_da_2016033131.txt
2.0,30,2.429,mb_lws_da_2016033131.txt
2.5,30,3.118,mb_lws_da_2016033131.txt
3.0,30,3.915,mb_lws_da_2016033131.txt
3.5,30,5.083,mb_lws_da_2016033131.txt
4.0,30,5.439,mb_lws_da_2016033131.txt
4.5,30,6.97,mb_lws_da_2016033131.txt
5.0,30,9.399,mb_lws_da_2016033131.txt
5.5,30,11.533,mb_lws_da_2016033131.txt
6.0,30,11.533,mb_lws_da_2016033131.txt
6.5,30,11.593,mb_lws_da_2016033131.txt
7.0,30,11.593,mb_lws_da_2016033131.txt
0.0,33,1.31,mb_lws_da_2016033131.txt
0.5,33,1.31,mb_lws_da_2016033131.txt
1.0,33,1.315,mb_lws_da_2016033131.txt
1.5,33,1.323,mb_lws_da_2016033131.txt
2.0,33,1.428,mb_lws_da_2016033131.txt
2.5,33,2.251,mb_lws_da_2016033131.txt
3.0,33,2.732,mb_lws_da_2016033131.txt
3.5,33,2.843,mb_lws_da_2016033131.txt
4.0,33,2.896,mb_lws_da_2016033131.txt
4.5,33,3.361,mb_lws_da_2016033131.txt
5.0,33,4.054,mb_lws_da_2016033131.txt
5.5,33,5.077,mb_lws_da_2016033131.txt
6.0,33,5.792,mb_lws_da_2016033131.txt
